id,chat,message_id,date,url,views,reaction_count,reaction_breakdown,text,sender_id,label
gegenstrom:383,gegenstrom,383,2025-01-12T10:43:42+00:00,https://t.me/gegenstrom/383,805,0,{},"Adiéu JMLP – Ein Großer ist gegangen

Jean-Marie Le Pen ist am Dienstag, dem 7. Januar 2025, im Alter von 96 Jahren gestorben. Damit verliert die Welt nicht nur einen großen Politiker, der Geschichte geschrieben hat: Sie verliert insbesondere einen verlorengegangenen Typus – einen echten, anständigen Kerl.
Die Redaktion 

https://gegenstrom.org/adieu-jmlp-ein-grosser-ist-gegangen/",-1001227660512,
gegenstrom:382,gegenstrom,382,2025-01-09T14:18:44+00:00,https://t.me/gegenstrom/382,832,0,{},"Multipolarität und traditionelle Weisheit

Prof. Dr. h.c. Hei Sing Tso ist Präsident der Schule für Guiguzis Strategemlehre, Hong Kong, China. Er forscht in den Bereichen Strategemkunde, Geopolitik und Diplomatie. Des Weiteren fungiert er als Vorsitzender der Society of Advanced Study of International Relations. Im Folgenden gibt der Autor eine Einführung in Guiguzi (Buch der Öffnung und Schließung) sowie in die geopolitische Gedankenwelt Chinas sowie Russlands. Es handelt sich um eine erweitere Fassung seines auf geopolitika.ruerschienen Beitrags vom 11.10.2024. Der Text wurde von Alexander Markovics aus dem Englischen ins Deutsche übersetzt. Die Redaktion

https://gegenstrom.org/multipolaritaet-und-traditionelle-weisheit/",-1001227660512,
gegenstrom:381,gegenstrom,381,2025-01-07T15:38:43+00:00,https://t.me/gegenstrom/381,752,0,{},"Frieden für die Ukraine: Was plant Trump?

Der Chefredakteur der AGORA EuropaAlexander Markovics befasst sich im folgenden Artikel kritisch mit dem Friedensplan der hinter Trump stehenden US-amerikanischen Denkfabrik America First Policy Institutes. Der Text erschien erstmals am 31.12.2024 auf dem Blog Geopolitika.ru. Die Redaktion

https://gegenstrom.org/frieden-fuer-die-ukraine-was-plant-trump/",-1001227660512,
gegenstrom:380,gegenstrom,380,2025-01-04T15:46:49+00:00,https://t.me/gegenstrom/380,770,0,{},"Wie legitimiert sich eine Monarchie?

Wie legitimiert sich die Monarchie, wer ist der neue Hochadel und welche Dynastien kommen in Frage? Solche und weitere Fragen stellt und beantwortet unser Autor und erklärter Monarchist Anton Ballin in dem folgenden Artikel. Die Redaktion

https://gegenstrom.org/wie-legitimiert-sich-eine-monarchie/",-1001227660512,
gegenstrom:379,gegenstrom,379,2025-01-01T10:21:11+00:00,https://t.me/gegenstrom/379,672,0,{},In diesem Sinne wünscht MetaPol allen Freunden rechter Metapolitik ein gesundes neues Jahr.,-1001227660512,
gegenstrom:378,gegenstrom,378,2025-01-01T10:20:28+00:00,https://t.me/gegenstrom/378,791,0,{},"Björn Clemens - Die vergossene Zeit

Wer im Frühjahr schon den Herbst verplant
Bevor die Sonn dem Wald entsteigt
Sei vom stillen Takt der Uhr gemahnt
Der stündlich ihm die Wahrheit zeigt

Wenn der Tag denn endlich kommen ist
Auf den gerichtet lag Dein Blick
Wünscht verlängert Du die karge Frist
Doch keine Stunde kehrt zurück.

Lausche doch des grünen Baches Lauf
Bestaun den Klee am Wegesrand 
Nimm den kleinen Taler gern in Kauf
Und schau die Meisen an der Wand

Trink im Herbste dann den roten Wein
Der ohne Hast und Zorn gereift
Lass die Stille in Dein Herz hinein
Vom Licht des Ewigen gestreift.

Dezember 2024 – zum neuen Jahr",-1001227660512,
gegenstrom:377,gegenstrom,377,2024-12-17T07:33:13+00:00,https://t.me/gegenstrom/377,836,0,{},"Umwälzung – Ein Blick in die Revolutionsgeschichte

Im folgenden Artikel beleuchtet Ernst Rahn die Revolutionsgeschichte, um zu verdeutlichen was unter einer Revolution bzw. Umwälzung zu verstehen ist und welche Muster sich in der Vergangenheit finden. Letztlich betrachtet er die 68er Bewegung und beantwortet die Frage, ob diese eine tatsächliche Umwälzung herbei geführt hat. Die Redaktion 

https://gegenstrom.org/umwaelzung-ein-blick-in-die-revolutionsgeschichte/",-1001227660512,
gegenstrom:376,gegenstrom,376,2024-12-15T11:30:23+00:00,https://t.me/gegenstrom/376,686,0,{},"Die metapolitische Illusion oder Brauchen wir eine „Kritische Theorie“ von rechts?

Werner Olles setzt sich in diesem Artikel kritisch mit Metapolitik auseinander.

https://gegenstrom.org/die-metapolitische-illusion-oder-brauchen-wir-eine-kritische-theorie-von-rechts/",-1001227660512,
gegenstrom:375,gegenstrom,375,2024-12-06T13:00:28+00:00,https://t.me/gegenstrom/375,820,0,{},"Friedensforscher Feist: Deshalb fällt jetzt die Entscheidung zum Atomkrieg

Unser MetaPol-Kollege, der Militärhistoriker und Diplom-Philosoph Peter Feist war bei Berlin Mitte AUF1 zu Gast und sprach mit  Martin Müller-Mertens über die Möglichkeit eines Atomkrieges.
Peter Feist beobachtet den Ukraine-Krieg von Anbeginn und hat dazu mehrere Vorträge u.a. am 01.04.2023 bei MetaPol gehalten. Seine Analysen bieten einen umfangreichen, geschichtsbewussten und damit anderen Blick auf das Weltgeschehen. 

https://auf1.tv/berlin-mitte-auf1/friedensforscher-feist-deshalb-faellt-jetzt-die-entscheidung-zum-atomkrieg",-1001227660512,
gegenstrom:374,gegenstrom,374,2024-11-30T08:38:38+00:00,https://t.me/gegenstrom/374,873,0,{},"Mit April, April hat unser Autor eine neue Marke im Bereich der Satire gesetzt. Ein Buch für Freunde der Ironie, des Sarkasmus und des Humors. Die erste Auflage musste der Verlag wegen juristischer Bedenken noch vor dem Verkaufsstart aufgrund des stetigen Wandels der Gesinnungsjustiz aus dem Verkehr ziehen. Sprengstoff für den westlich-liberalen Geist.",-1001227660512,
gegenstrom:373,gegenstrom,373,2024-11-30T08:34:35+00:00,https://t.me/gegenstrom/373,706,0,{},"Dr. Björn Clemens hat sich jedoch auch als Lyriker verdient gemacht. Im MetaPol Verlag ist z.B. seine ""Triage – Licht aus Schatten"" erschienen. Ein ideales Geschenk für die Weihnachtszeit. Hoffnung, Melancholie, geistiger Elitarismus, Kampfeslust und Bekenntnisse eines Patrioten in einer verrückt gewordenen und zerfallenden Welt.",-1001227660512,
gegenstrom:372,gegenstrom,372,2024-11-30T08:29:13+00:00,https://t.me/gegenstrom/372,586,0,{},"Der Pegelstand der Gesinnungsjustiz

Unser Autor, der für seine messerscharfen juristischen Analysen bekannte Anwalt, Dr. Björn Clemens misst den Pegelstand der Gesinnungsjustiz in Deutschland.
Der nachfolgende Text ist die leicht abgewandelte Form eines Aufsatzes, der erstmals in Heft 3/24 der Burschenschaftlichen Blätter erschien. Die Redaktion

https://gegenstrom.org/der-pegelstand-der-gesinnungsjustiz/",-1001227660512,
gegenstrom:371,gegenstrom,371,2024-11-29T16:54:08+00:00,https://t.me/gegenstrom/371,544,0,{},Michael P. rezensierte erst kürzlich die 5. Ausgabe der AGORA Europa auf Der Dritte Blickwinkel. Wir freuen uns über das überaus gute Lob und die Empfehlung.,-1001227660512,
gegenstrom:370,gegenstrom,370,2024-11-29T16:50:20+00:00,https://t.me/gegenstrom/370,618,0,{},"Agora Ausgabe 5 – Weltwirtschaft im Umbruch

Die Zeitschrift Agora aus dem Verlag der Denkfabrik MetaPol hat sich als herausragendes Periodikum innerhalb der deutschen Rechten etabliert. Diesen Anspruch zementiert die fünfte Ausgabe, die im Herbst 2024 mit dem Thema „Weltwirtschaft im Umbruch“ erschien.  Der nahezu zeitgleich ergangene Unvereinbarkeitsbeschluss des AfD-Bundesvorstandes mit den konsequenten Vordenkern von MetaPol, die seit vielen Jahren in Schrift und Tat gleichermaßen einer rechtsintellektuellen Wende den Weg bereiten, vermag die Relevanz nicht zu schmälern – im Gegenteil. 

Hier weiterlesen!

Kanal boosten⚡️

Telegram | Netzseite | YouTube",-1001227660512,
gegenstrom:369,gegenstrom,369,2024-11-15T05:57:09+00:00,https://t.me/gegenstrom/369,787,0,{},"Passend zum Artikel von Ballin ☝🏻, unser erster Areopag, in dem wir uns mit der Aristokratie und einem neuen deutschen zukünftigen Adel befasst haben.
Hier geht es zum Buch „Die neue Aristokratie“.",-1001227660512,
gegenstrom:368,gegenstrom,368,2024-11-15T05:51:58+00:00,https://t.me/gegenstrom/368,730,0,{},"Der Weg der künftigen rechten Aristokratie: Meritokratie oder Erbadel?

Welche Eigenschaften muss ein Staatsoberhaupt aufweisen und wie wird es bestimmt? Welche Herrschaftskonzepte gab es in der Vergangenheit und was ist daraus zu lernen?  Im folgenden Artikel befasst sich Gastautor Anton Ballin mit diesen Fragen. Dabei arbeitet er heraus welche Vorteile eine Aristokratie hat. Die Redaktion

https://gegenstrom.org/der-weg-der-kuenftigen-rechten-aristokratie-meritokratie-oder-erbadel/",-1001227660512,
gegenstrom:367,gegenstrom,367,2024-11-13T09:57:29+00:00,https://t.me/gegenstrom/367,558,0,{},"Der Chefredakteur von unserer AGORA Europa - Die Zeitschrift für rechte Metapolitik, Alexander Markovics wird am 16.11.2024 die neue Ausgabe in Wien vorstellen.
Alle Infos siehe ☝🏻!",-1001227660512,
gegenstrom:366,gegenstrom,366,2024-11-13T09:55:32+00:00,https://t.me/gegenstrom/366,652,0,{},"""Bevor es zu einem heißen Krieg kommt in dem geschossen wird, geht diesem in der Regel ein Wirtschaftskrieg voraus."" (Ray Dalio)

Die Weltwirtschaft befindet sich im Umbruch - Geldordnung und Weltordnung geraten in Bewegung. Während der aktuelle Wirtschaftskrieg zwischen dem Westen und den BRICS Staaten, der sich nicht zuletzt in der Ent-Dollarisierung ausdrückt stattfindet, findet mit dem CBDC eine geldpolitische Weltrevolution statt. 

Was bedeuten diese Entwicklungen für Deutschland, Österreich und Europa? Wie kann eine Position der europäischen Zivilisation in Folge dieser Umbrüche aussehen?

Um diese Fragen zu beantworten lädt das Suworow Institut am  16.11.2024 um 19:00 Uhr nach Wien zur Präsentation der fünften Ausgabe der rechten Theoriezeitschrift Agora Europa durch Chefredakteur Alexander Markovics. 

Verpflichtende Anmeldung und genauer Ort unter office@suworow.at",-1001227660512,
gegenstrom:365,gegenstrom,365,2024-11-10T10:39:00+00:00,https://t.me/gegenstrom/365,947,0,{},"Vom Unterschied zwischen Revolution und Umsturz

Im Folgenden soll verdeutlicht werden, was MetaPol unter „Revolution“ versteht, warum sich der Verlag und die Redaktion ausgerechnet in dieser Zeit damit befassen und weshalb davor gewarnt werden muss, dass militante und militärische Umsturzversuche zum Scheitern verurteilt sind. Die Redaktion

https://gegenstrom.org/vom-unterschied-zwischen-revolution-und-umsturz/",-1001227660512,
gegenstrom:364,gegenstrom,364,2024-11-06T07:59:53+00:00,https://t.me/gegenstrom/364,883,0,{},"Denker des Absoluten – Zum 75. Geburtstag von Guillaume Faye

Der französische Denker Guillaume Faye warnte seiner Zeit vor den Gefahren einer multikulturellen Gesellschaft. Er entwarf Konzepte wie die europäische Reconquista und den Archäofuturismus. Werner Olles gedenkt ihm anlässlich seines 75. Geburtstages im nachfolgenden Artikel. Die Redaktion

https://gegenstrom.org/denker-des-absoluten-zum-75-geburtstag-von-guillaume-faye/",-1001227660512,
gegenstrom:363,gegenstrom,363,2024-10-31T12:01:16+00:00,https://t.me/gegenstrom/363,861,0,{},"Björn Clemens - Das verratene Wort
Gedicht zum Reformationstag

Die Bauten sind geblieben
Doch wich der Geist daraus
Das Wort ward abgetrieben
Wie eine tote Laus

Wo Hilfe sucht die Seele
Ertönt der Fürst der Welt
Verkündet die Befehle
Die ihm der Kaiser stellt

Im Pastoramtsgefieder
Aus Zeitgeist fein gewebt
Beim Sang der bunten Lieder
Dem Götzendienst gelebt

Gehorchend den Geboten
Vom Widerchrist erdacht
Gebet im Nam der Quoten
Das Gott zur Göttin macht

Der Sucher der zum Ketzer
Beim Glockenschlag entehrt
Galt schon zum Volksverhetzer
Durch Richterspruch erklärt

Die Herrschaft blickt zufrieden
Belohnt es auch mit Gold
Damit die Kirch hienieden
Gehorsam weiter zollt

Doch was in den Ruinen
Bewahren durft sich nicht
Das Wort bleibt heilbeschienen
Bleibt ewig unser Licht!",-1001227660512,
gegenstrom:362,gegenstrom,362,2024-10-31T12:01:16+00:00,https://t.me/gegenstrom/362,609,0,{},"Unser Autor, der bekannte Rechtsanwalt und Dichter, Dr. Björn Clemens mit einem tiefgründigen Gedicht zum Reformationstag.",-1001227660512,
gegenstrom:361,gegenstrom,361,2024-10-24T15:41:01+00:00,https://t.me/gegenstrom/361,940,0,{},"Wie eine Generation die Welt verändern wollte und dabei weit kommen konnte

Es war immer eines von MetaPol erklärten Zielen die Diskussion innerhalb der Rechten zu fördern. Im folgenden Artikel nimmt Peter Backfisch Bezug auf Ernst Rahns Beitrag zum Thema „Jung gegen Alt“ und beschreibt wie nach seiner Ansicht ab 1968 die Jungen den Systemzustand änderten. Die Redaktion

https://gegenstrom.org/wie-eine-generation-die-welt-veraendern-wollte-und-dabei-weit-kommen-konnte/",-1001227660512,
gegenstrom:360,gegenstrom,360,2024-10-18T14:52:28+00:00,https://t.me/gegenstrom/360,1059,0,{},"Diego Fusaro: Der Denker des Sozialpatriotismus – Ein Porträt

Unser Autor Werner Olles porträtiert den sozialpatriotischen Denker und Philosophen Diego Fusaro und plädiert für eine Verknüpfung linker erhaltenswerter Theorie mit rechten Traditionalismus. Gleich Fusaro denkt Olles damit Gedanken vor, die in der Deutschen Rechten rar gesät sind. Die Ausdifferenzierung solcher Gedanken in ernsthaft gehaltenen Debatten ist essenziell.

https://gegenstrom.org/diego-fusaro-der-denker-des-sozialpatriotismus-ein-portraet/",-1001227660512,
gegenstrom:359,gegenstrom,359,2024-10-10T07:32:09+00:00,https://t.me/gegenstrom/359,1224,0,{},"Jung gegen Alt – Ist eine ganze Generation schuld an der Lage?

Aus gegebenem Anlass befasst sich Ernst Rahn mit dem Jung-Alt-Konflikt und der Boomer-
Generation. Auf dem vergangenen Seminar, an dem wieder einmal sehr viele junge Leute teilnahmen, wurde deutlich, dass es offenbar einen Riss zwischen der jungen und der alten Generation in der Gesellschaft gibt. Rahn stellt dazu den Standpunkt von MetaPol klar.

https://gegenstrom.org/jung-gegen-alt-ist-eine-ganze-generation-schuld-an-der-lage/",-1001227660512,
gegenstrom:358,gegenstrom,358,2024-10-04T11:38:02+00:00,https://t.me/gegenstrom/358,1321,0,{},"Rezension von Peter Backfisch zu neuer AGORA-Ausgabe.

Zeitschrift „Agora Europa“, befasst sich in ihrer 5. Ausgabe mit dem Thema „Weltwirtschaft im Umbruch“

Erschienen auf den Blogs von Opposition24 und Synergon-Info.

Die AGORA kann unter www.agora-europa.de erworben werden.",-1001227660512,
gegenstrom:357,gegenstrom,357,2024-09-29T08:14:39+00:00,https://t.me/gegenstrom/357,7222,0,{},"Bericht: 12. Seminar für Rechte Metapolitik zu Strategie & Taktik der Echten Rechten

https://gegenstrom.org/bericht-12-seminar-fuer-rechte-metapolitik-zu-strategie-taktik-der-echten-rechten/",-1001227660512,
gegenstrom:356,gegenstrom,356,2024-09-16T11:15:48+00:00,https://t.me/gegenstrom/356,10122,0,{},"Stellungnahme zur Presseanfrage der „taz“ vom 15.09.24
Plant MetaPol einen System-Umsturz?

taz ""Journalist"" fürchtet sich vor rechtsextremen Umsturz, der auf dem aus seiner Sicht konspirativen, jedoch öffentlich beworbenen MetaPol-Seminar vom Wochenende besprochen worden sein soll.
Die ganze Geschichte ist auf Gegenstrom zu lesen.

https://gegenstrom.org/stellungnahme-zur-presseanfrage-der-taz-vom-15-09-24/",-1001227660512,
gegenstrom:355,gegenstrom,355,2024-09-10T17:44:34+00:00,https://t.me/gegenstrom/355,2520,0,{},"Agora Europa V ""Weltwirtschaft im Umbruch – Geldordnung und Weltordnung in Bewegung""

Die fünfte Ausgabe der AGORA EUROPA widmet sich schwerpunktmäßig den Arbeitsfeldern Ökonomie und Geopolitik im nationalen und internationalen Kontext. Ausgehend von der Beobachtung weltrevolutionärer Umbrüche im Weltgeldsystem (Stichwort: CBDC) sowie zunehmend selbstbewusst auftretender geopolitischer Akteure abseits des Westens (Stichwort: BRICS) halten wir es für geboten, diese Entwicklungen einzuordnen und aus der Sicht der Deutschen Rechten zu bewerten sowie mögliche Perspektiven aufzuzeigen. Denn: Jede Krise ist gleichzeitig eine Chance.

Beiträge von: Peter Steinborn, Fabian Stummer, Tom Dieke, Alexander Markovics, Ernst Rahn, Dominik Schwarzenberger, Cristián Barros, Michael Dangel, Oskar Neumann, Jens Woitas.

Jetzt hier bestellen!",-1001227660512,
gegenstrom:354,gegenstrom,354,2024-09-10T07:12:47+00:00,https://t.me/gegenstrom/354,8941,0,{},"Erik Ahrens nimmt in diesem kurzen Video Bezug auf seinen erst kürzlich auf dem Blog Gegenstrom veröffentlichten Artikel und stellt hierbei der ""Neurechten"" Weltanschauung eine rechte Weltanschauung gegenüber. Ahrens sieht den ethnischen Volksbegriff als zentralen Kern rechter Überzeugungen. Die ""Neurechte"" Weltanschauung hält er für substanzlos und viel zu abstrakt. Am 14. September 2024 wird er dazu vertiefend in seinem Vortrag eingehen und gemeinsam mit anderen Akteuren der Rechten diskutieren. Noch sind ein paar Plätze frei. Wer sich noch anmelden möchte, kann dies unter seminar@gegenstrom.org oder via Threema unter der ID NZZH695Z tun.",-1001227660512,
gegenstrom:353,gegenstrom,353,2024-09-08T17:42:56+00:00,https://t.me/gegenstrom/353,2372,0,{},"Erik Ahrens: Rechte Weltanschauung und der Weg zur Macht

Im Folgenden veröffentlichen wir die Überlegungen von unserem Referenten Erik Ahrens. Sie tragen einen wichtigen Beitrag zur Strategie-Debatte innerhalb der Rechten bei. Am 14. September 2024 veranstaltet MetaPol Verlag & Medien dazu das Spätsommerseminar unter dem Titel „Was tun? Brennende Fragen der Deutschen Rechten“. Ahrens beleuchtet dabei die Entwicklung der Identitären Bewegung sowie den Grenznutzen von Aktivismus. Der Autor wird seine Gedanken zum Thema weitergehend vertiefen und in der anschließenden Podiumsdiskussion ausdifferenzieren.

Die Redaktion

https://gegenstrom.org/rechte-weltanschauung-und-der-weg-zur-macht/",-1001227660512,
gegenstrom:352,gegenstrom,352,2024-09-04T05:12:26+00:00,https://t.me/gegenstrom/352,6130,0,{},"Von rechter Strategie und rechtem Denken – Teil II: Reconquista und Metapolitisches Wegprogramm

Im zweiten Teil der Reihe 
befassen wir uns mit Martin Sellners Strategieentwurf in „Regime Change von rechts“. Auch hier werden in der kritischen Analyse Gedanken aus unserem vergangenen Seminar deutlich. Zudem werden Ideen und Inhalte angedeutet, welche im kommenden Spätsommerseminar vertieft werden. 
Die Redaktion

https://gegenstrom.org/von-rechter-strategie-und-rechtem-denken-teil-ii-reconquista-und-metapolitisches-wegprogramm/",-1001227660512,
gegenstrom:351,gegenstrom,351,2024-09-02T18:51:10+00:00,https://t.me/gegenstrom/351,5506,0,{},"Von rechten Strategien und rechtem Denken – Teil I: Das rechte Mosaik

Bei folgenden Text handelt es sich um die zusammengefassten Gedanken aus den Diskussionen unseres vergangenen Seminars am 15. Juni sowie der intensiven Analyse bestehender rechter Strategieentwürfe. Werke der rechten Köpfe Benedikt Kaiser und Martin Sellner werden kritisch ausgewertet. Letztlich wird daraus eine gangbare Strategie für die deutsche Rechte mitgestaltet werden. Dazu wird im nächsten Schritt das kommende Spätsommerseminar dienen. Der erste Teil befasst sich mit Kaisers „Die Partei und ihr Vorfeld„.
Die Redaktion

https://gegenstrom.org/von-rechten-strategien-und-rechtem-denken-teil-i-das-rechte-mosaik/",-1001227660512,
gegenstrom:350,gegenstrom,350,2024-08-25T16:03:44+00:00,https://t.me/gegenstrom/350,2413,0,{},"Strategie als Basis langfristigen Erfolgs

Unser militärisch versierter Stratege Ernst Rahn, befasst sich in diesem Kurz-Essay mit Grundlagen der Strategie & Taktik. Am 14. September 2024 veranstaltet MetaPol dazu eine Strategiekonferenz, wobei auch unser Autor einen Vortrag zum Thema vertiefend widergeben wird. Wer Interesse daran hat, kann sich gerne unter seminar@gegenstrom.org oder via Threema bei der ID NZZH695Z melden. Die Redaktion

https://gegenstrom.org/strategie-als-basis-langfristigen-erfolgs/",-1001227660512,
gegenstrom:349,gegenstrom,349,2024-08-21T07:55:42+00:00,https://t.me/gegenstrom/349,2285,0,{},"Spätsommerseminar: Was tun? Brennende Fragen der Deutschen Rechten

Hier stellen wir das Vortragsprogramm und unsere Referenten für das kommende Seminar vor.


Am 14. September 2024 lädt MetaPol Verlag & Medien zum nächsten Seminar für Rechte Metapolitik in Mitteldeutschland ein. Bereits im Juni 2022 haben wir mit dem Lenin-Seminar erste Pflöcke gesetzt und damit das wichtige Feld der Strategie-Bildung eingerahmt. Mit dem erst kürzlich vergangenen Seminar im Juni 2024 haben wir einen weiteren Meilenstein genommen, indem wir die derzeitige Lage detailliert beurteilt und daraus ein Möglichkeitsfeld für die politischen Entwicklungen abgeleitet haben. Mit Hilfe der dialektischen Denkmethodik wagen wir uns immer weiter vor zu der alles entscheidenden Fragestellung einer eine Wende anstrebenden Echten Rechten: „Was tun?“.

Anmeldungen und Anfragen über seminar@gegenstrom.org oder via Threema unter der ID NZZH695Z

https://gegenstrom.org/spaetsommerseminar-was-tun-brennende-fragen-der-deutschen-rechten/",-1001227660512,
gegenstrom:348,gegenstrom,348,2024-07-29T07:44:29+00:00,https://t.me/gegenstrom/348,18580,0,{},"Metapolitische Strategiekonferenz des MetaPol-Verlages am 14.09.2024 in Mitteldeutschland 

MetaPol veranstaltet das nächste Seminar für rechte Metapolitik zum Thema „Was tun? Brennende Fragen der Deutschen Rechten“. Abseits von der sog. „Mosaik-Rechten“ und der „Reconquista“-Strategie präsentieren die Macher von MetaPol eine eigene flexible und antifragile Strategie für die Echte Rechte.

Als Referenten und Diskutanten treten u.a. auf:

Der Kopf hinter der TikTok-Kampagne von EU-Politiker Maximilian Krah, Erik Ahrens

Der bekannte Militärhistoriker, Philosoph und Polit-Stratege Peter Feist.

Der ehemalige Militär Ernst Rahn, der Grundlagen der Strategie & Taktik anhand gegenwärtiger militärischer Einsätze erläutern wird.

Die erfahrene Politikerin und Juristin Doris von Sayn-Wittgenstein.

Moderiert wird die Veranstaltung von dem langjährigen Journalisten und vielgestaltigen Politik-Profi Tim Krause


Anfragen und Anmeldungen bitte an seminar@gegenstrom.org oder via Threema unter der ID 
NZZH695Z.",-1001227660512,
gegenstrom:346,gegenstrom,346,2024-07-23T17:07:43+00:00,https://t.me/gegenstrom/346,1688,0,{},"Mit dem Verbot der COMPACT GmbH und der CONSPECT Film GmbH ist ein weiterer Meilenstein in Richtung eines sich immer stärker anbahnenden Paradigmenwechsels gelegt worden. Im Folgenden wird das eigentliche Verbot des COMPACT-Magazins, das von nicht wenigen Verfassungsrechtlern öffentlich kritisiert wird, weniger aus juristischer, als vielmehr aus revolutionärer Sicht beleuchtet.

Hier geht es zum Beitrag: https://gegenstrom.org/das-compact-verbot-eine-analyse-aus-revolutionaerer-sicht/",-1001227660512,
gegenstrom:345,gegenstrom,345,2024-07-17T08:12:41+00:00,https://t.me/gegenstrom/345,2174,0,{},"Vorwurf der Kollaboration mit dem Ausland

Im vorliegenden Artikel wirft Dominik Schwarzenberger die Frage der Verbindungen von AfD-Funktionären mit russischen und chinesischen Staatsvertretern auf. Er zieht Vergleiche zu historischen Kollaborationen und arbeitet heraus, dass realpolitische Notwendigkeiten häufig ideologische Ansichten überwiegen. Dies sieht er im Grunde als nichts falsches, sofern Augenmerk darauf gelegt wird nicht in Abhängigkeiten zu geraten.

https://gegenstrom.org/vorwurf-der-kollaboration-mit-dem-ausland/",-1001227660512,
gegenstrom:344,gegenstrom,344,2024-07-15T06:54:14+00:00,https://t.me/gegenstrom/344,1281,0,{},"Das europäische System rückt nach rechts

Dominik Schwarzenberger analysiert die Wahlen zum Europäischen Parlament und betont deren Dynamik im Vergleich zu nationalen Wahlen. Er beschreibt die Wahl 2024 als „Schicksalswahl“, geprägt durch starke Polarisierung und eine Hysterie gegen rechte Parteien. Er konstatiert ein Erstarken nationalistischer Parteien und eine zunehmende Fragmentierung der politischen Landschaft in Europa.

https://gegenstrom.org/die-wahl-zum-europaeischen-parlament-rueckschau-analyse-und-ausblick/",-1001227660512,
gegenstrom:343,gegenstrom,343,2024-06-25T19:12:57+00:00,https://t.me/gegenstrom/343,1113,0,{},"MetaPol veranstaltet Strategieseminar: Zur Lage der Nation, Wo stehen wir? Ankündigung: Nächstes Seminar im September

Am 15. Juni 2024 lud der Verlag für rechte Metapolitik, MetaPol zu einem regionalen Seminar in Sachsen ein. Im Fokus stand die Analyse zur Lage der Nation und eine ergebnisoffene Diskussion über rechte Strategien. Die einst auch von Lenin aufgebrachte Fragestellung „Was tun?“ diente hierbei nicht nur der theoretischen Deduktion, sondern wurde auf Grundlage von historischen Entwicklungen und einer dialektischen Analyse durchgeführt.

MetaPol Verlag & Medien hat damit wieder einen Meilenstein genommen, der direkt in eine am 14. September 2024 stattfindende Strategiekonferenz mündet.

https://gegenstrom.org/metapol-veranstaltet-strategieseminar-zur-lage-der-nation-wo-stehen-wir-ankuendigung-naechstes-seminar-im-september/",-1001227660512,
gegenstrom:342,gegenstrom,342,2024-06-19T19:28:35+00:00,https://t.me/gegenstrom/342,1035,0,{},"Die neue Romantik und die vierte Politische Theorie

Der nachfolgende Text stammt von unserem spanischen Gastautoren Carlos Xavier Blanco und befasst sich mit der Idee der Vierten politischen Theorie von Alexander Dugin als Alternative und genuines Gegenmodell zum vorherrschenden Neoliberalismus. Der Artikel gibt ausschließlich die Gedanken und Überzeugungen des Autors wieder und müssen nicht deckungsgleich mit denen der Redaktion sein. Ein guter Grundlagentext, der viel Diskussionsstoff bietet. Die Redaktion.

https://gegenstrom.org/die-neue-romantik-und-die-vierte-politische-theorie/",-1001227660512,
gegenstrom:341,gegenstrom,341,2024-06-17T18:36:47+00:00,https://t.me/gegenstrom/341,1556,0,{},"Standpunkt: Der Fall „Maximilian Krah“ zeigt, wie dringend es eines AfD-Korrektivs bedarf

Der folgende Text befasst sich mit dem aktuellen Zustand der AfD, welcher sich im Fall Krah besonders deutlich widerspiegelt. Er legt dar, dass die Partei der Oligarchisierung anheim gefallen ist und beleuchtet wie eine zusätzliche schlagfertige rechte Kraft die AfD vorantreiben könnte. Es handelt sich gleichzeitig um einen Standpunkt, den MetaPol vertritt und in die Rechte tragen möchte. 

Denn: ""Wenn die AfD hält, was die CDU oder CSU verspricht, dann muss gefragt werden, wer denn hält, was die AfD verspricht!""

https://gegenstrom.org/der-fall-maximilian-krah-zeigt-wie-dringend-es-eines-afd-korrektivs-bedarf/",-1001227660512,
gegenstrom:340,gegenstrom,340,2024-05-09T08:37:10+00:00,https://t.me/gegenstrom/340,1207,0,{},"Zur Lage der Nation - Wo stehen wir?: Das Seminar für Rechte MetaPolitik am 15. Juni 2024 im Raum Dresden

Am 15. Juni 2024 veranstaltet MetaPol - Der Verlag für Rechte Metapolitik ein regionales Seminar im Raum Dresden. Im Mittelpunkt steht die Frage „Quo vadis, Deutschland? Wo stehen wir, wohin gehen wir?“
In Zeiten schwindender Konfliktlösungskompetenz, der spürbaren Einschränkung der offenen Debatte und ausufernder Überwachung, will der Verlag eine emotionsfreie und objektive Analyse von Lage, Mittel und Möglichkeiten für die Echte Rechte vornehmen.
Welche Szenarien sind wahrscheinlich? Sind die einzelnen Akteure entsprechend aufgestellt? Wie kann sich die Echte Rechte darauf vorbereiten? 
Gemeinsam will der Verlag sich in Einbeziehung des Publikums einer ausgiebigen Debatte um diese für die Echte Rechte brennenden Fragen stellen.

Anmeldungen und Informationen über seminar@gegenstrom.org oder via Threema über die ID NZZH695Z",-1001227660512,
gegenstrom:339,gegenstrom,339,2024-04-11T08:29:20+00:00,https://t.me/gegenstrom/339,998,0,{},",,Dit jibts doch in keenem Russenfilm!""

Passend zum Monat ist in der aktuellen Aprilausgabe der Abendland-Zeitschrift des Ares Verlags eine Rezension zu Dr. Björn Clemens Satirenkracher April April erschienen.",-1001227660512,
